predicted_label|	stack|	buffer|	dependencies|	sentence
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT mewaku povadaM lexu
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT roju guddu pilla vacciMxi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT alA gudlu pagilAyi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT pillalu bayataki vaccAyi
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT kodi vAtini reVkkala xAciMxi
SHIFT|	[0]|	[1, 2]|	[]|	ROOT vAtini vaxali
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT pAkalo Avu cUdiwo uMxi
SHIFT|	[0]|	[1, 2]|	[]|	ROOT kadupu peVrigiMxi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT roju Avu IniMxi
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT xUda kiMxa padi leciMxi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT poVxugu pAlu wAgiMxi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT Avu xUdanu nAkuwoMxi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT ixaMwA cUsiMxi SAraxa
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT AmeVku saMxehaM kaligiMxi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT kodi guddu peVduwuMxi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT wedA eVMxuku NULL
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT nannu mA amma kannaxi
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT nenu nA pillanu kanAli
SHIFT|	[0]|	[1, 2]|	[]|	ROOT saMgawulu weVlusukovAli
SHIFT|	[0]|	[1, 2, 3, 4, 5]|	[]|	ROOT eVvarini adagAli ani anukuMxi SAraxa
SHIFT|	[0]|	[1, 2, 3, 4, 5, 6, 7]|	[]|	ROOT wananu cUse dAktarunu adagAli ani anukoVMxi SAraxa
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT roju dAktaru vacciMxi
SHIFT|	[0]|	[1, 2]|	[]|	ROOT SAraxa adigiMxi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT dAktaru vivarAlu ceVppiMxi
SHIFT|	[0]|	[1, 2, 3, 4, 5, 6, 7]|	[]|	ROOT nuvvu wine AhAraM nI kadupulo biddaku aMxuwuMxi
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT guddulo AhAraM nilava uMtuMxi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT pilla AhAraM wIsukuMtuMxi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT waravAwa bayata paduwuMxi
SHIFT|	[0]|	[1, 2, 3, 4, 5]|	[]|	ROOT kadupuloni xUdaku AhAraM Avu aMxuwuMxi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT rakwaMwo ixi aMxuwuMxi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT Upiri ilAge aMxuwuMxi
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT xUda eVxigAka bayata paduwuMxi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT manaM alAge kaMtAM
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT bidda walli kadupulo peVruguwuMxi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT neVlalu kadupulo uMtuMxi
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT neVlalu niMdesariki avayavAlu eVxuguwAyi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT piMdaM ummanIru uMtuMxi
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT ummanIru piMdAniki xeVbba wagalanivvaxu
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT jAgrawwagA piMdAnni kApAduwuMxi
SHIFT|	[0]|	[1, 2, 3, 4, 5, 6]|	[]|	ROOT wallini piMdAnni NULL kalipexe wAdu NULL
SHIFT|	[0]|	[1, 2, 3, 4, 5]|	[]|	ROOT wAdu lopali piMdAniki annI ceruswuMxi
SHIFT|	[0]|	[1, 2, 3, 4, 5]|	[]|	ROOT mAya bidda puttinapudu bayataku vaswuMxi
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT neVlalaku piMdaM velaMwa uMtuMxi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT baruvu grAmulu uMtuMxi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT avayavAlu koVMceVM wayAravuwAyi
SHIFT|	[0]|	[1, 2]|	[]|	ROOT rakwanAlYAlu kanabadawAyi
SHIFT|	[0]|	[1, 2, 3, 4, 5]|	[]|	ROOT kadupulo bidda uMxani ippudu anipiswuMxi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT walli AhAraM winAli
SHIFT|	[0]|	[1, 2]|	[]|	ROOT pAlu wAgAli
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT bidda kadupulo wiruguwU
SHIFT|	[0]|	[1, 2]|	[]|	ROOT neVla vaswuMxi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT baruvu grAmulu uMtuMxi
SHIFT|	[0]|	[1, 2]|	[]|	ROOT kAlYlawo waMwU
SHIFT|	[0]|	[1, 2]|	[]|	ROOT curukugA wiruguwU
SHIFT|	[0]|	[1, 2]|	[]|	ROOT neVla vaswuMxi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT bidda iMkA peVruguwuMxi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT kilo baruvu uMtuMxi
SHIFT|	[0]|	[1, 2]|	[]|	ROOT kadupulo wiruguwU
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT kAlaM wala muMxu uMcuwuMxi
SHIFT|	[0]|	[1, 2, 3, 4, 5]|	[]|	ROOT bidda unna saMcini saMci aMtAru
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT saMcilone ummanIru uMtuMxi
SHIFT|	[0]|	[1, 2]|	[]|	ROOT neVlalu niMduwAyi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT saMci godalu kaxuluwAyi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT ponu godalu noVkkukuMtAyi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT walliki noVppulu moVxalavuwAyi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT ilA gaMtalu uMtAyi
SHIFT|	[0]|	[1, 2, 3, 4, 5]|	[]|	ROOT bidda oVwwidi ceyadaMwo ummasaMci ciwiki
SHIFT|	[0]|	[1, 2]|	[]|	ROOT walupulu wIsinattu
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT noVppulu eVkkuva avuwAyi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT bidda bayata paduwuMxi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT muMxu wala vaswuMxi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT dAktaramma walanu aMxukuMtuMxi
SHIFT|	[0]|	[1, 2]|	[]|	ROOT neVmmaxigA wIswuMxi
SHIFT|	[0]|	[1, 2, 3, 4, 5, 6]|	[]|	ROOT veVMtane wAdu koswuMxi poVttamIxa macca miguluwuMxi
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT ipudu biddaku gAli kAvAli
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT bidda moVxatisArigA Upiri wIsukuMtuMxi
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT appudappudu biddaku Upiri aMxaxu
SHIFT|	[0]|	[1, 2, 3, 4, 5]|	[]|	ROOT appudu dAktaru wala kiMxaku veswuMxi
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT kAlYlanu pattukoVni vIpu waduwuMxi
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT oVkkosAri wala muMxu rAxu
SHIFT|	[0]|	[1, 2, 3, 4, 5]|	[]|	ROOT cewulu NULL woVdalu muMxu vaswAyi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT appudu ApareRan ceyAli
SHIFT|	[0]|	[1, 2, 3, 4, 5]|	[]|	ROOT alA cesi biddanu bayataku wIyAli
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT oVkkosAri kavalalu pudawAru
SHIFT|	[0]|	[1, 2, 3, 4, 5]|	[]|	ROOT guddu cIliwe kavalalu oVke uMtAru
SHIFT|	[0]|	[1, 2, 3, 4, 5]|	[]|	ROOT vidigA piMdaM ayiwe polikalawo pudawAru
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT kanuka BayaM lexu
SHIFT|	[0]|	[1, 2, 3, 4, 5]|	[]|	ROOT walliki NULL pillaku bAXa wappaxu
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT puttagAne pApa eduswuMxi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT gaxilo veVluwuru waggiMcAli
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT puttagAne walli poVttamIxa uMcAli
SHIFT|	[0]|	[1, 2]|	[]|	ROOT vedinIlYlawo kadagAli
SHIFT|	[0]|	[1, 2]|	[]|	ROOT wuMduwo wudavAli
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT walliki xaggaragA AniMcAli
SHIFT|	[0]|	[1, 2, 3, 4, 5]|	[]|	ROOT bidda iMwaxAka guMdeV cappudu viniMxi
SHIFT|	[0]|	[1, 2]|	[]|	ROOT neVlalu viniMxi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT aMxuke xaggaragA uMcAli
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT moVxata walliki murrupAlu vaswAyi
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT ivi biddanu balaMgA uMcuwAyi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT rogAlu rAkuMdA kApadawAyi
SHIFT|	[0]|	[1, 2]|	[]|	ROOT roVmmu pattAli
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT SAraxa aMwA viMxi
SHIFT|	[0]|	[1, 2]|	[]|	ROOT saMgawulu weVlusukuMxi
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT rAmulu kUwuru rama caxuvukuMxi
SHIFT|	[0]|	[1, 2]|	[]|	ROOT elYlu niMdAyi
SHIFT|	[0]|	[1, 2]|	[]|	ROOT kUwuriki ceyAli
SHIFT|	[0]|	[1, 2]|	[]|	ROOT rAmulu AlociMcAdu
SHIFT|	[0]|	[1, 2]|	[]|	ROOT koVdukula veVwikAdu
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT rAmulu kaMtiki raMgadu kanipiMcAdu
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT rAGavuluku eVvaru leru
SHIFT|	[0]|	[1, 2]|	[]|	ROOT boleVdaMwa saMpAxiMcAdu
SHIFT|	[0]|	[1, 2]|	[]|	ROOT poVlaM uMxi
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT gopAlaMku veVnaka eVvarU leru
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT mAma cewilo peVrigAdu
SHIFT|	[0]|	[1, 2]|	[]|	ROOT caxuvu abbiMxi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT viRayaM nAyanawo aMxi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT kAni saMpaxa uMdAli
SHIFT|	[0]|	[1, 2]|	[]|	ROOT aMtAdu rAmulu
SHIFT|	[0]|	[1, 2]|	[]|	ROOT caxuvu uMdAli
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT caxuvu weVlivini peVMcuwuMxi
SHIFT|	[0]|	[1, 2, 3, 4, 5, 6, 7]|	[]|	ROOT caxuvuwo exEnA jayiMcagalaM ani rama nAyanawo aMxi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT caxuvu erakaMgA AxukuMtuMxi
SHIFT|	[0]|	[1, 2, 3, 4, 5, 6]|	[]|	ROOT nAku cUpiMcu ani ramanu adigAdu rAmulu
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT sare aMxi rama
SHIFT|	[0]|	[1, 2, 3, 4, 5]|	[]|	ROOT rAmulu gopAlaMnu , raMgadini pilipiMcAdu
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT nenu paMxeVM peVdawAnu
SHIFT|	[0]|	[1, 2, 3, 4, 5, 6, 7, 8, 9]|	[]|	ROOT paMxeVMlo geVlicinavAre nAku kAboye moVgudu NULL ani aMxi rama
SHIFT|	[0]|	[1, 2, 3, 4, 5, 6, 7]|	[]|	ROOT gopAlaM , raMgadu sare ani wala UpAru
SHIFT|	[0]|	[1, 2, 3, 4, 5, 6]|	[]|	ROOT eVMxuku aMte ixxarikI rama manasu NULL
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT rama ceVri mUta aMxiMciMxi
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT mA wAwa poVrugUrilo uMtAdu
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT mUtalanu mA wAwaku aMxiMcAli
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT mUtalawopAtu ceVri cItI icciMxi
SHIFT|	[0]|	[1, 2, 3, 4, 5]|	[]|	ROOT Uriki veVlYle xArilo adavi uMxi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT wovalo gudi uMxi
SHIFT|	[0]|	[1, 2, 3, 4, 5, 6]|	[]|	ROOT cIkativelYa gulYlo gadapaMdi ani rama aMxi
SHIFT|	[0]|	[1, 2, 3, 4, 5]|	[]|	ROOT gopAlaM , raMgadu mUtalawo bayaluxerAru
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT gopAlaMku paMxeVM geVlavAlani uMxi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT raMgadikI paMxeVM geVlavAlani
SHIFT|	[0]|	[1, 2]|	[]|	ROOT ramanu cesukovAlani
SHIFT|	[0]|	[1, 2]|	[]|	ROOT nadaka sAgiMcAru
SHIFT|	[0]|	[1, 2]|	[]|	ROOT pagalaMwA nadicAru
SHIFT|	[0]|	[1, 2]|	[]|	ROOT cIkati padiMxi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT xArilo gudi kanapadiMxi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT nadici bAgA alasi
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT cItilo emI uMxo cUdAlani
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT padukunemuMxu raMgadu cIti wIsAdu
SHIFT|	[0]|	[1, 2, 3, 4, 5]|	[]|	ROOT eM rAsi uMxo gopAlaMnu adagAlani
SHIFT|	[0]|	[1, 2, 3, 4, 5]|	[]|	ROOT kAni wanaku caxuvu rAxani weVlisipowuMxi
SHIFT|	[0]|	[1, 2]|	[]|	ROOT aMxuke adagalexu
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT ni jebulone uMcAdu
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT walakiMxa mUta uMcukuni nixrapoyAdu
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT koVMwasepatiki gopAlaM cIti wISAdu
SHIFT|	[0]|	[1, 2, 3, 4, 5]|	[]|	ROOT gulYlo BayaM NULL ani rAsi
SHIFT|	[0]|	[1, 2]|	[]|	ROOT gopAlaM nixrapolexu
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT pUjAri iMtiki poyAdu
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT mUtanu xAci adigAdu
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT pUjAri mUtanu lopala xAcAdu
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT waravAwa gopAlaM gudiki cerAdu
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT bAgA cIkati padiMxi
SHIFT|	[0]|	[1, 2]|	[]|	ROOT xoVMgalu vaccAru
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT walakiMxi mUta wISAru
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT nagalu wIsukuni pAripoyAru
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT powUpowU rAlYlYu poguceSAru
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT raMgadi mUtalo uMcAru
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT ixaMwA jariginA raMgadu levalexu
SHIFT|	[0]|	[1, 2]|	[]|	ROOT bAgA alasipoyAdu
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT xoVMgalu gopAlaM mUtakosaM cUSAru
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT kAni mUta kanipiMcalexu
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT xoVMgalu raMgadi nagalawo pAripoyAru
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT gopAlaM , raMgadu lecAru
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT gopAlaM pUjArini kaliSAdu
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT mUta wIsukoVni gudiki cerAdu
SHIFT|	[0]|	[1, 2, 3, 4, 5, 6]|	[]|	ROOT wana cItIlo BayaM NULL ani rAsi
SHIFT|	[0]|	[1, 2, 3, 4, 5, 6, 7, 8]|	[]|	ROOT aMxuke mUtalanu pUjAri xAcAnu ani raMgadiwo gopAlaM annAdu
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT raMgadu wana mUta cUSAdu
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT lopala rAlYlu agupiMcAyi
SHIFT|	[0]|	[1, 2]|	[]|	ROOT nagalu levu
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT jebulo cIti gopAlaMku iccAdu
SHIFT|	[0]|	[1, 2]|	[]|	ROOT gopAlaM caxivAdu
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT BayaM NULL ane rAsi
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT raMgadu cesexi Uru cerAdu
SHIFT|	[0]|	[1, 2, 3, 4, 5]|	[]|	ROOT gopAlaM mUtanu rama wAwaku aMxiMcAdu
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT gopAlaM paMxeVM geVlicAdu
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT wana caxuve gopAlaMnu kApAdiMxi
SHIFT|	[0]|	[1, 2, 3, 4, 5, 6, 7]|	[]|	ROOT mUtalanu bArinuMci kApAdukogaligAdu ani nAyanawo aMxi rama
SHIFT|	[0]|	[1, 2]|	[]|	ROOT rAmulu oVppukunnAdu
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT gopAlaMwo rama peVlYli ceSAdu
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT gopAlaM panIpAta lekuMdA wirigevAdu
SHIFT|	[0]|	[1, 2]|	[]|	ROOT pani cUsuko
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT meM powe eVlA bawukuwAvu
SHIFT|	[0]|	[1, 2]|	[]|	ROOT ani maMxaliMcAru
SHIFT|	[0]|	[1, 2]|	[]|	ROOT gopAlaM aligAdu
SHIFT|	[0]|	[1, 2]|	[]|	ROOT roRaM vacciMxi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT pani bAgA wirigAdu
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT civaraku cota pani xoVrikiMxi
SHIFT|	[0]|	[1, 2]|	[]|	ROOT somulu saMwoRiMcAdu
SHIFT|	[0]|	[1, 2, 3, 4, 5, 6]|	[]|	ROOT nilakada kuxiriMxi ramawo manuvu kuxiriMxi .
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT gopAlaMku pani alavAtu ayiMxi
SHIFT|	[0]|	[1, 2]|	[]|	ROOT bAgA saMpAxiMcAdu
SHIFT|	[0]|	[1, 2, 3, 4, 5]|	[]|	ROOT ramanu gopAlaMnu NULL wamawo wIsukupovAlani
SHIFT|	[0]|	[1, 2]|	[]|	ROOT axe adigAdu
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT ramaku saMwoRaM ayiMxi
SHIFT|	[0]|	[1, 2, 3, 4, 5, 6]|	[]|	ROOT aMxuke gopAlaM meM Uru vaxalaM annAdu
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT ramaku bAXagA uMxi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT ayinA emI analexu
SHIFT|	[0]|	[1, 2, 3, 4, 5, 6, 7]|	[]|	ROOT cesexi yAxagiri sIwAlu NULL wama Uru cerAru
SHIFT|	[0]|	[1, 2]|	[]|	ROOT rojulu gadipAru
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT ramaku hAyigA uMxi
SHIFT|	[0]|	[1, 2]|	[]|	ROOT Uru rAvAlani
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT axe gopAlaMwo aMxi
SHIFT|	[0]|	[1, 2]|	[]|	ROOT gopAlaM vinalexu
SHIFT|	[0]|	[1, 2, 3, 4, 5]|	[]|	ROOT roju gopAlaMku kadupulo vikAraMgA uMxi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT rojula alAge uMxi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT rAnurAnU bAXa peVrigiMxi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT ayinA nayaM kAlexu
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT gopAlaMku rojuku peVrigiMxi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT ramaku eVtU wocadaM
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT gopAlaMku bAXa alAge uMxi
SHIFT|	[0]|	[1, 2]|	[]|	ROOT wiMdi winevAdu
SHIFT|	[0]|	[1, 2]|	[]|	ROOT wiMte arigexi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT ani anumAnaM NULL
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT xIpAvalYiki gopAlaMnu wIsukupoyAru
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT wIsukupoyi exo ceSAru
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT vIdiki exo winipiMcAdu
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT rama nAyanaku kaburu cesiMxi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT yAxagiri gopAlaMnu cUSAdu
SHIFT|	[0]|	[1, 2]|	[]|	ROOT nIrasaMgA unnAdu
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT mA Uriki wIsukupowAnu
SHIFT|	[0]|	[1, 2]|	[]|	ROOT xavAKAnAlo cUpeVdawAnu
SHIFT|	[0]|	[1, 2]|	[]|	ROOT maMxulu vAdAli
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT ani somuluwo annAdu
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT koVduku mAku kAkuMdA cUdAlani
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT mIre maMxu winipiMcAru
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT ani bAXalo annAru
SHIFT|	[0]|	[1, 2]|	[]|	ROOT xavAKAnAku wIsukupovAli
SHIFT|	[0]|	[1, 2, 3, 4, 5, 6, 7]|	[]|	ROOT vibUxiki nayaM kAxu ani yAxagiri eVMwo bawimAlAdu
SHIFT|	[0]|	[1, 2]|	[]|	ROOT yAxagiri bawimAlAdu
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT mI xavAKAnA avasaraM lexu
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT mA Uri xAsuku cUpeVdawAnu
SHIFT|	[0]|	[1, 2]|	[]|	ROOT vibUxi peVdawAdu
SHIFT|	[0]|	[1, 2, 3, 4, 5]|	[]|	ROOT exayinA sokiwe woVMxaragA nayaM avuwuMxi
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT maMxu peVdiwe veVMtane weVlisipowuMxi
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT mA xAsuku mahima unnaxi
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT ani somulu annAdu
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT roju xAsunu pilipiMcAru
SHIFT|	[0]|	[1, 2, 3, 4]|	[]|	ROOT somulu xAsuku aMwA weVlipAdu
SHIFT|	[0]|	[1, 2, 3, 4, 5]|	[]|	ROOT vAdu ramanu gopAlaMnu NULL pilicAdu
SHIFT|	[0]|	[1, 2]|	[]|	ROOT muggu veSAdu
SHIFT|	[0]|	[1, 2]|	[]|	ROOT exexo annAdu
SHIFT|	[0]|	[1]|	[]|	ROOT kUcobeVttAdu
SHIFT|	[0]|	[1, 2, 3]|	[]|	ROOT itlA rojaMwA ceSAdu
